a,b,c,d,e,f,g,h,i,j
PT-0001-0037PR-0001-011,15150,,PT-0001-0037,CRONO ROJO BASE DN GR,147,PR-0001-011,PROCESO DE FILM,BON_PROD,Y,1
PT-0001-0037BA-0001-006,15151,,PT-0001-0037,CRONO ROJO BASE DN GR,148,BA-0001-006,BASE GRIS DN 060 RP,SIBASE,Y,1
PT-0001-0037PG-0001-025,15152,,PT-0001-0037,CRONO ROJO BASE DN GR,149,PG-0001-025,ADHESIVO SMELLTEX TPU CE 200 1.50,BONINSUM,Y,1.5
PT-0001-0038PR-0001-001,15153,,PT-0001-0038,OLIMPIA LEOPARD TERRA ESPUMA 0417 BC PELLON BC,150,PR-0001-001,PROCESO LAMINADO ACRILICO,BON_PROD,Y,2
PT-0001-0038MQ-0060-048,15154,,PT-0001-0038,OLIMPIA LEOPARD TERRA ESPUMA 0417 BC PELLON BC,151,MQ-0060-048,OLIMPIA BLANCO (EST. DIGITAL LEOPARDO TERRA AP),MATP,N,1
PT-0001-0038ES-0002-019,15155,,PT-0001-0038,OLIMPIA LEOPARD TERRA ESPUMA 0417 BC PELLON BC,152,ES-0002-019,PEELER 040-014 BLANCO U,MATP,Y,1
PT-0001-0038TX-0054-001,15156,,PT-0001-0038,OLIMPIA LEOPARD TERRA ESPUMA 0417 BC PELLON BC,153,TX-0054-001,PELLON BLANCO,TEIMP,Y,1
PT-0001-0039SI-0115-005,15157,,PT-0001-0039,CRAZY CHOCOLATE BASE DONNA 1.0 NG,154,SI-0115-005,CRAZY CHOCOLATE,BON_PROD,Y,1
PT-0001-0039BA-0001-038,15158,,PT-0001-0039,CRAZY CHOCOLATE BASE DONNA 1.0 NG,155,BA-0001-038,BASE GRIS DN 1.0 RP,BON_PROD,Y,1
PT-0001-0039PR-0001-011,15159,,PT-0001-0039,CRAZY CHOCOLATE BASE DONNA 1.0 NG,156,PR-0001-011,PROCESO DE FILM,BON_PROD,Y,1
PT-0001-0039PG-0001-025,15160,,PT-0001-0039,CRAZY CHOCOLATE BASE DONNA 1.0 NG,157,PG-0001-025,ADHESIVO SMELLTEX TPU CE 200 1.50,BONINSUM,Y,1.5
PT-0001-0040TX-0010-004,15161,,PT-0001-0040,BOMBAY NEGRO ESPUMA 0317 NG PELLON NG,158,TX-0010-004,BOMBAY NEGRO,BON_PROD,Y,1
PT-0001-0040ES-0002-007,15162,,PT-0001-0040,BOMBAY NEGRO ESPUMA 0317 NG PELLON NG,159,ES-0002-007,PEELER 030-014 NEGRO U,BON_PROD,Y,1
PT-0001-0040TX-0054-003,15163,,PT-0001-0040,BOMBAY NEGRO ESPUMA 0317 NG PELLON NG,160,TX-0054-003,PELLON NEGRO,BON_PROD,Y,1
PT-0001-0040PR-0001-024,15164,,PT-0001-0040,BOMBAY NEGRO ESPUMA 0317 NG PELLON NG,161,PR-0001-024,PROCESO LAMINADO ACRILICO NEGRO,BON_PROD,Y,2
PT-0001-0041MQ-0060-035,15165,,PT-0001-0041,NEOPRENO NEGRO IMPRESION BOMBAY GRIS HUMO,162,MQ-0060-035,BOMBAY BLANCO NEOPRENO GRIS HUMO,MATP,Y,1
PT-0001-0041TX-0206-012,15166,,PT-0001-0041,NEOPRENO NEGRO IMPRESION BOMBAY GRIS HUMO,163,TX-0206-012,NEOPRENO NEGRO 1 CARA,MATP,Y,1
PT-0001-0041PR-0001-011,15167,,PT-0001-0041,NEOPRENO NEGRO IMPRESION BOMBAY GRIS HUMO,164,PR-0001-011,PROCESO DE FILM,BON_PROD,Y,1
PT-0001-0042PR-0001-011,15168,,PT-0001-0042,NEOPRENO NEGRO IMPRESION BOMBAY AZUL RAYADO,165,PR-0001-011,PROCESO DE FILM,BON_PROD,Y,1
PT-0001-0042MQ-0060-036,15169,,PT-0001-0042,NEOPRENO NEGRO IMPRESION BOMBAY AZUL RAYADO,166,MQ-0060-036,BOMBAY BLANCO NEOPRENO AZUL RAYADO,MATP,Y,1
PT-0001-0042TX-0206-001,15170,,PT-0001-0042,NEOPRENO NEGRO IMPRESION BOMBAY AZUL RAYADO,167,TX-0206-001,NEOPRENO NEGRO 1040003921,TEIMP,Y,1
PT-0001-0042PG-0001-030,15171,,PT-0001-0042,NEOPRENO NEGRO IMPRESION BOMBAY AZUL RAYADO,168,PG-0001-030,BRASMELT PLUS 250,BON_PROD,Y,1.45
PT-0001-0043PR-0001-011,15172,,PT-0001-0043,NEOPRENO NEGRO IMPRESION BOMBAY AZUL JASPEADO,169,PR-0001-011,PROCESO DE FILM,BON_PROD,Y,1
PT-0001-0043MQ-0060-037,15173,,PT-0001-0043,NEOPRENO NEGRO IMPRESION BOMBAY AZUL JASPEADO,170,MQ-0060-037,BOMBAY BLANCO NEOPRENO AZUL JASPEADO,MATP,Y,1
PT-0001-0043TX-0206-001,15174,,PT-0001-0043,NEOPRENO NEGRO IMPRESION BOMBAY AZUL JASPEADO,171,TX-0206-001,NEOPRENO NEGRO 1040003921,TEIMP,Y,1
PT-0001-0043PG-0001-030,15175,,PT-0001-0043,NEOPRENO NEGRO IMPRESION BOMBAY AZUL JASPEADO,172,PG-0001-030,BRASMELT PLUS 250,BON_PROD,Y,1.45
PT-0001-0044MQ-0060-038,15176,,PT-0001-0044,NEOPRENO NEGRO IMPRESION BOMBAY NEGRO JASPEADO,173,MQ-0060-038,BOMBAY BLANCO NEOPRENO GRIS JASPEADO,MATP,Y,1
PT-0001-0044TX-0206-001,15177,,PT-0001-0044,NEOPRENO NEGRO IMPRESION BOMBAY NEGRO JASPEADO,174,TX-0206-001,NEOPRENO NEGRO 1040003921,TEIMP,Y,1
PT-0001-0044PR-0001-011,15178,,PT-0001-0044,NEOPRENO NEGRO IMPRESION BOMBAY NEGRO JASPEADO,175,PR-0001-011,PROCESO DE FILM,BON_PROD,Y,1
PT-0001-0044PG-0001-030,15179,,PT-0001-0044,NEOPRENO NEGRO IMPRESION BOMBAY NEGRO JASPEADO,176,PG-0001-030,BRASMELT PLUS 250,BON_PROD,Y,1.45
PT-0001-0045MQ-0060-039,15180,,PT-0001-0045,NEOPRENO BLANCO IMPRESION BOMBAY ROMBO AZUL,177,MQ-0060-039,BOMBAY BLANCO NEOPRENO ROMBOS AZULES,MATP,Y,1
PT-0001-0045TX-0206-002,15181,,PT-0001-0045,NEOPRENO BLANCO IMPRESION BOMBAY ROMBO AZUL,178,TX-0206-002,NEOPRENO BLANCO,TEIMP,Y,1
PT-0001-0045PR-0001-011,15182,,PT-0001-0045,NEOPRENO BLANCO IMPRESION BOMBAY ROMBO AZUL,179,PR-0001-011,PROCESO DE FILM,BON_PROD,Y,1
PT-0001-0045PG-0001-030,15183,,PT-0001-0045,NEOPRENO BLANCO IMPRESION BOMBAY ROMBO AZUL,180,PG-0001-030,BRASMELT PLUS 250,BON_PROD,Y,1.45
PT-0001-0046MQ-0060-040,15184,,PT-0001-0046,NEOPRENO BLANCO IMPRESION BOMBAY LILA,181,MQ-0060-040,BOMBAY BLANCO NEOPRENO LILA,MATP,Y,1
PT-0001-0046PR-0001-011,15185,,PT-0001-0046,NEOPRENO BLANCO IMPRESION BOMBAY LILA,182,PR-0001-011,PROCESO DE FILM,BON_PROD,Y,1
PT-0001-0046TX-0206-002,15186,,PT-0001-0046,NEOPRENO BLANCO IMPRESION BOMBAY LILA,183,TX-0206-002,NEOPRENO BLANCO,TEIMP,Y,1
PT-0001-0047TX-0010-002,15187,,PT-0001-0047,BOMBAY CAFE CHOCOLATE II ESPUMA 0217 NG GASA NG,184,TX-0010-002,BOMBAY CAFE,BON_PROD,Y,1
PT-0001-0047ES-0002-002,15188,,PT-0001-0047,BOMBAY CAFE CHOCOLATE II ESPUMA 0217 NG GASA NG,185,ES-0002-002,PEELER 020-014 NEGRO,BON_PROD,Y,1
PT-0001-0047TX-0040-002,15189,,PT-0001-0047,BOMBAY CAFE CHOCOLATE II ESPUMA 0217 NG GASA NG,186,TX-0040-002,FORRO GASA NEGRO,BON_PROD,Y,1
PT-0001-0047PR-0001-024,15190,,PT-0001-0047,BOMBAY CAFE CHOCOLATE II ESPUMA 0217 NG GASA NG,187,PR-0001-024,PROCESO LAMINADO ACRILICO NEGRO,BON_PROD,Y,2
PT-0001-0048SI-0034-001,15191,,PT-0001-0048,PELLE CAPRINA PLUS BLACK INK EVA 0240 BC,188,SI-0034-001,PELLE CAPRINA PLUS BLACK INK 1040003399,TEIMP,Y,1
PT-0001-0048EV-0002-002,15192,,PT-0001-0048,PELLE CAPRINA PLUS BLACK INK EVA 0240 BC,189,EV-0002-002,EVA 020040 BLANCO VIC,MATP,Y,1
PT-0001-0048PR-0001-011,15193,,PT-0001-0048,PELLE CAPRINA PLUS BLACK INK EVA 0240 BC,190,PR-0001-011,PROCESO DE FILM,BON_PROD,Y,1
PT-0001-0048PG-0001-006,15194,,PT-0001-0048,PELLE CAPRINA PLUS BLACK INK EVA 0240 BC,191,PG-0001-006,FILM ADHESIVO SMELLTEX HM 35 1.45 ROLLO,BONINSUM,Y,1
PT-0001-0049MQ-0060-041,15195,,PT-0001-0049,NEOPRENO BLANCO IMPRESION BOMBAY ARCOIRIS,192,MQ-0060-041,BOMBAY BLANCO NEOPRENO ARCOIRIS,MATP,Y,1
PT-0001-0049TX-0206-002,15196,,PT-0001-0049,NEOPRENO BLANCO IMPRESION BOMBAY ARCOIRIS,193,TX-0206-002,NEOPRENO BLANCO,TEIMP,Y,1
PT-0001-0049PR-0001-011,15197,,PT-0001-0049,NEOPRENO BLANCO IMPRESION BOMBAY ARCOIRIS,194,PR-0001-011,PROCESO DE FILM,BON_PROD,Y,1
PT-0001-0049PG-0001-030,15198,,PT-0001-0049,NEOPRENO BLANCO IMPRESION BOMBAY ARCOIRIS,195,PG-0001-030,BRASMELT PLUS 250,BON_PROD,Y,1.45
PT-0001-0050ES-0002-007,15199,,PT-0001-0050,BOMBAY CAFE ESPUMA 0317 NG PELLON NG ADN,196,ES-0002-007,PEELER 030-014 NEGRO U,BON_PROD,Y,1
PT-0001-0050PR-0001-008,15200,,PT-0001-0050,BOMBAY CAFE ESPUMA 0317 NG PELLON NG ADN,197,PR-0001-008,PROCESO LAMINADO ACRILICO ESPECIAL,BON_PROD,Y,2
PT-0001-0050TX-0010-002,15201,,PT-0001-0050,BOMBAY CAFE ESPUMA 0317 NG PELLON NG ADN,198,TX-0010-002,BOMBAY CAFE,BON_PROD,Y,1
PT-0001-0050TX-0054-003,15202,,PT-0001-0050,BOMBAY CAFE ESPUMA 0317 NG PELLON NG ADN,199,TX-0054-003,PELLON NEGRO,BON_PROD,Y,1
PT-0001-0051MQ-0060-042,15203,,PT-0001-0051,NEOPRENO BLANCO IMPRESION BOMBAY ROMBO ARCOIRIS,200,MQ-0060-042,BOMBAY BLANCO NEOPRENO ROMBOS ARCOIRIS,MATP,Y,1
PT-0001-0051PR-0001-011,15204,,PT-0001-0051,NEOPRENO BLANCO IMPRESION BOMBAY ROMBO ARCOIRIS,201,PR-0001-011,PROCESO DE FILM,BON_PROD,Y,1
PT-0001-0051TX-0206-002,15205,,PT-0001-0051,NEOPRENO BLANCO IMPRESION BOMBAY ROMBO ARCOIRIS,202,TX-0206-002,NEOPRENO BLANCO,TEIMP,Y,1
PT-0001-0051PG-0001-030,15206,,PT-0001-0051,NEOPRENO BLANCO IMPRESION BOMBAY ROMBO ARCOIRIS,203,PG-0001-030,BRASMELT PLUS 250,BON_PROD,Y,1.45
PT-0001-0052TX-0010-002,15207,,PT-0001-0052,BOMBAY CAFE ESPUMA 0417 NG GASA NG,204,TX-0010-002,BOMBAY CAFE,BON_PROD,Y,1
PT-0001-0052ES-0002-021,15208,,PT-0001-0052,BOMBAY CAFE ESPUMA 0417 NG GASA NG,205,ES-0002-021,PEELER 040-014 NEGRO U,BON_PROD,Y,1
PT-0001-0052TX-0040-002,15209,,PT-0001-0052,BOMBAY CAFE ESPUMA 0417 NG GASA NG,206,TX-0040-002,FORRO GASA NEGRO,BON_PROD,Y,1
PT-0001-0052PR-0001-024,15210,,PT-0001-0052,BOMBAY CAFE ESPUMA 0417 NG GASA NG,207,PR-0001-024,PROCESO LAMINADO ACRILICO NEGRO,BON_PROD,Y,2
PT-0001-0053MQ-0060-043,15211,,PT-0001-0053,NEOPRENO BLANCO IMPRESION BOMBAY AZUL CAMUFLAJE,208,MQ-0060-043,BOMBAY BLANCO NEOPRENO AZUL CAMUFLAGE,MATP,Y,1
PT-0001-0053PR-0001-011,15212,,PT-0001-0053,NEOPRENO BLANCO IMPRESION BOMBAY AZUL CAMUFLAJE,209,PR-0001-011,PROCESO DE FILM,BON_PROD,Y,1
PT-0001-0053TX-0206-002,15213,,PT-0001-0053,NEOPRENO BLANCO IMPRESION BOMBAY AZUL CAMUFLAJE,210,TX-0206-002,NEOPRENO BLANCO,TEIMP,Y,1
PT-0001-0053PG-0001-030,15214,,PT-0001-0053,NEOPRENO BLANCO IMPRESION BOMBAY AZUL CAMUFLAJE,211,PG-0001-030,BRASMELT PLUS 250,BON_PROD,Y,1.45
PT-0001-0054TX-0010-002,15215,,PT-0001-0054,BOMBAY CAFE ESPUMA 0417 NG PELLON NG,212,TX-0010-002,BOMBAY CAFE,BON_PROD,Y,1
PT-0001-0054ES-0002-075,15216,,PT-0001-0054,BOMBAY CAFE ESPUMA 0417 NG PELLON NG,213,ES-0002-075,PEELER 040-014 NEGRO 33,BON_PROD,Y,1
PT-0001-0054TX-0054-003,15217,,PT-0001-0054,BOMBAY CAFE ESPUMA 0417 NG PELLON NG,214,TX-0054-003,PELLON NEGRO,BON_PROD,Y,1
PT-0001-0054PR-0001-001,15218,,PT-0001-0054,BOMBAY CAFE ESPUMA 0417 NG PELLON NG,215,PR-0001-001,PROCESO LAMINADO ACRILICO,BON_PROD,Y,2
PT-0001-0055MQ-0060-044,15219,,PT-0001-0055,NEOPRENO NEGRO IMPRESION BOMBAY SHARK,216,MQ-0060-044,BOMBAY BLANCO NEOPRENO SHARK,MATP,Y,1
PT-0001-0055PR-0001-011,15220,,PT-0001-0055,NEOPRENO NEGRO IMPRESION BOMBAY SHARK,217,PR-0001-011,PROCESO DE FILM,BON_PROD,Y,1
PT-0001-0055TX-0206-001,15221,,PT-0001-0055,NEOPRENO NEGRO IMPRESION BOMBAY SHARK,218,TX-0206-001,NEOPRENO NEGRO 1040003921,TEIMP,Y,1
PT-0001-0055PG-0001-030,15222,,PT-0001-0055,NEOPRENO NEGRO IMPRESION BOMBAY SHARK,219,PG-0001-030,BRASMELT PLUS 250,BON_PROD,Y,1.45
PT-0001-0056MQ-0060-045,15223,,PT-0001-0056,NEOPRENO BLANCO IMPRESION BOMBAY ESCAMAS ARCOIRIS,220,MQ-0060-045,BOMBAY BLANCO NEOPRENO ESCAMAS ARCOIRIS,MATP,Y,1
PT-0001-0056TX-0206-002,15224,,PT-0001-0056,NEOPRENO BLANCO IMPRESION BOMBAY ESCAMAS ARCOIRIS,221,TX-0206-002,NEOPRENO BLANCO,TEIMP,Y,1
PT-0001-0056PR-0001-011,15225,,PT-0001-0056,NEOPRENO BLANCO IMPRESION BOMBAY ESCAMAS ARCOIRIS,222,PR-0001-011,PROCESO DE FILM,BON_PROD,Y,1
PT-0001-0056PG-0001-030,15226,,PT-0001-0056,NEOPRENO BLANCO IMPRESION BOMBAY ESCAMAS ARCOIRIS,223,PG-0001-030,BRASMELT PLUS 250,BON_PROD,Y,1.45
PT-0001-0057ES-0002-007,15227,,PT-0001-0057,BOMBAY GRIS ESPUMA 0317 NG PELLON NG,224,ES-0002-007,PEELER 030-014 NEGRO U,BON_PROD,Y,1
PT-0001-0057TX-0010-003,15228,,PT-0001-0057,BOMBAY GRIS ESPUMA 0317 NG PELLON NG,225,TX-0010-003,BOMBAY GRIS,BON_PROD,Y,1
PT-0001-0057TX-0054-003,15229,,PT-0001-0057,BOMBAY GRIS ESPUMA 0317 NG PELLON NG,226,TX-0054-003,PELLON NEGRO,BON_PROD,Y,1
PT-0001-0057PR-0001-001,15230,,PT-0001-0057,BOMBAY GRIS ESPUMA 0317 NG PELLON NG,227,PR-0001-001,PROCESO LAMINADO ACRILICO,BON_PROD,Y,2
PT-0001-0058TX-0010-002,15231,,PT-0001-0058,BOMBAY CAFE ESPUMA 0317 NG PELLON NG,228,TX-0010-002,BOMBAY CAFE,BON_PROD,Y,1
PT-0001-0058ES-0002-007,15232,,PT-0001-0058,BOMBAY CAFE ESPUMA 0317 NG PELLON NG,229,ES-0002-007,PEELER 030-014 NEGRO U,BON_PROD,Y,1
PT-0001-0058TX-0054-003,15233,,PT-0001-0058,BOMBAY CAFE ESPUMA 0317 NG PELLON NG,230,TX-0054-003,PELLON NEGRO,BON_PROD,Y,1
PT-0001-0058PR-0001-024,15234,,PT-0001-0058,BOMBAY CAFE ESPUMA 0317 NG PELLON NG,231,PR-0001-024,PROCESO LAMINADO ACRILICO NEGRO,BON_PROD,Y,2
PT-0001-0059MQ-0060-046,15235,,PT-0001-0059,NEOPRENO BLANCO IMPRESION BOMBAY UNICORNIO,232,MQ-0060-046,BOMBAY BLANCO NEOPRENO UNICORNIO,MATP,Y,1
PT-0001-0059TX-0206-002,15236,,PT-0001-0059,NEOPRENO BLANCO IMPRESION BOMBAY UNICORNIO,233,TX-0206-002,NEOPRENO BLANCO,TEIMP,Y,1
PT-0001-0059PR-0001-011,15237,,PT-0001-0059,NEOPRENO BLANCO IMPRESION BOMBAY UNICORNIO,234,PR-0001-011,PROCESO DE FILM,BON_PROD,Y,1
PT-0001-0060TX-0010-004,15238,,PT-0001-0060,BOMBAY NEGRO ESPUMA 0217 NG GASA NG TEXTIL,235,TX-0010-004,BOMBAY NEGRO,BON_PROD,Y,1
PT-0001-0060ES-0002-002,15239,,PT-0001-0060,BOMBAY NEGRO ESPUMA 0217 NG GASA NG TEXTIL,236,ES-0002-002,PEELER 020-014 NEGRO,BON_PROD,Y,1
PT-0001-0060PR-0001-001,15240,,PT-0001-0060,BOMBAY NEGRO ESPUMA 0217 NG GASA NG TEXTIL,237,PR-0001-001,PROCESO LAMINADO ACRILICO,BON_PROD,Y,2
PT-0001-0060TX-0040-002,15241,,PT-0001-0060,BOMBAY NEGRO ESPUMA 0217 NG GASA NG TEXTIL,238,TX-0040-002,FORRO GASA NEGRO,BON_PROD,Y,1
PT-0001-0061TX-0010-010,15242,,PT-0001-0061,BOMBAY LATTE ESPUMA 0417 BC TST 180 BC SUAVE,239,TX-0010-010,BOMBAY LATTE,TEIMP,Y,1
PT-0001-0061ES-0002-019,15243,,PT-0001-0061,BOMBAY LATTE ESPUMA 0417 BC TST 180 BC SUAVE,240,ES-0002-019,PEELER 040-014 BLANCO U,MATP,Y,1
PT-0001-0061TX-0127-001,15244,,PT-0001-0061,BOMBAY LATTE ESPUMA 0417 BC TST 180 BC SUAVE,241,TX-0127-001,TST 180 BLANCO SUAVE,MATP,Y,1
PT-0001-0061PR-0001-001,15245,,PT-0001-0061,BOMBAY LATTE ESPUMA 0417 BC TST 180 BC SUAVE,242,PR-0001-001,PROCESO LAMINADO ACRILICO,BON_PROD,Y,2
PT-0001-0062ES-0002-007,15246,,PT-0001-0062,BOMBAY NEGRO ESPUMA 0317 NG PELLON NG ADN,243,ES-0002-007,PEELER 030-014 NEGRO U,BON_PROD,Y,1
PT-0001-0062PR-0001-008,15247,,PT-0001-0062,BOMBAY NEGRO ESPUMA 0317 NG PELLON NG ADN,244,PR-0001-008,PROCESO LAMINADO ACRILICO ESPECIAL,BON_PROD,Y,2
PT-0001-0062TX-0010-004,15248,,PT-0001-0062,BOMBAY NEGRO ESPUMA 0317 NG PELLON NG ADN,245,TX-0010-004,BOMBAY NEGRO,BON_PROD,Y,1
PT-0001-0062TX-0054-003,15249,,PT-0001-0062,BOMBAY NEGRO ESPUMA 0317 NG PELLON NG ADN,246,TX-0054-003,PELLON NEGRO,BON_PROD,Y,1
PT-0001-0063TX-0125-007,15250,,PT-0001-0063,TESSUTO NEGRO - NEGRO KOREANO 110 NG,247,TX-0125-007,TESSUTO NEGRO - NEGRO,BON_PROD,Y,1
PT-0001-0063TX-0054-014,15251,,PT-0001-0063,TESSUTO NEGRO - NEGRO KOREANO 110 NG,248,TX-0054-014,KOREANO 110 NEGRO,BON_PROD,Y,1
PT-0001-0063PR-0001-011,15252,,PT-0001-0063,TESSUTO NEGRO - NEGRO KOREANO 110 NG,249,PR-0001-011,PROCESO DE FILM,BON_PROD,Y,1
PT-0001-0063PG-0001-012,15253,,PT-0001-0063,TESSUTO NEGRO - NEGRO KOREANO 110 NG,250,PG-0001-012,FILM ADHESIVO SMELLTEX HM25 1.45 ROLLO,BON_PROD,Y,1.45
PT-0001-0064SI-0034-002,15254,,PT-0001-0064,PELLE CAPRINA PLUS PATRIOT BLUE EVA 0240 BC,251,SI-0034-002,PELLE CAPRINA PLUS PATRIOT BLUE,TEIMP,Y,1
PT-0001-0064EV-0002-002,15255,,PT-0001-0064,PELLE CAPRINA PLUS PATRIOT BLUE EVA 0240 BC,252,EV-0002-002,EVA 020040 BLANCO VIC,MATP,Y,1
PT-0001-0064PR-0001-011,15256,,PT-0001-0064,PELLE CAPRINA PLUS PATRIOT BLUE EVA 0240 BC,253,PR-0001-011,PROCESO DE FILM,BON_PROD,Y,1
PT-0001-0064PG-0001-012,15257,,PT-0001-0064,PELLE CAPRINA PLUS PATRIOT BLUE EVA 0240 BC,254,PG-0001-012,FILM ADHESIVO SMELLTEX HM25 1.45 ROLLO,BONINSUM,Y,1.45
PT-0001-0065TX-0010-004,15258,,PT-0001-0065,BOMBAY NEGRO ESPUMA 0317 NG GASA NG,255,TX-0010-004,BOMBAY NEGRO,BON_PROD,Y,1
PT-0001-0065ES-0002-007,15259,,PT-0001-0065,BOMBAY NEGRO ESPUMA 0317 NG GASA NG,256,ES-0002-007,PEELER 030-014 NEGRO U,BON_PROD,Y,1
PT-0001-0065TX-0040-002,15260,,PT-0001-0065,BOMBAY NEGRO ESPUMA 0317 NG GASA NG,257,TX-0040-002,FORRO GASA NEGRO,BON_PROD,Y,1
PT-0001-0065PR-0001-024,15261,,PT-0001-0065,BOMBAY NEGRO ESPUMA 0317 NG GASA NG,258,PR-0001-024,PROCESO LAMINADO ACRILICO NEGRO,BON_PROD,Y,2
PT-0001-0066TX-0010-004,15262,,PT-0001-0066,BOMBAY NEGRO ESPUMA 0417 NG GASA NG,259,TX-0010-004,BOMBAY NEGRO,BON_PROD,Y,1
PT-0001-0066ES-0002-021,15263,,PT-0001-0066,BOMBAY NEGRO ESPUMA 0417 NG GASA NG,260,ES-0002-021,PEELER 040-014 NEGRO U,BON_PROD,Y,1
PT-0001-0066TX-0040-002,15264,,PT-0001-0066,BOMBAY NEGRO ESPUMA 0417 NG GASA NG,261,TX-0040-002,FORRO GASA NEGRO,BON_PROD,Y,1
PT-0001-0066PR-0001-024,15265,,PT-0001-0066,BOMBAY NEGRO ESPUMA 0417 NG GASA NG,262,PR-0001-024,PROCESO LAMINADO ACRILICO NEGRO,BON_PROD,Y,2
PT-0001-0067TX-0010-004,15266,,PT-0001-0067,BOMBAY NEGRO ESPUMA 0417 NG PELLON NG,263,TX-0010-004,BOMBAY NEGRO,BON_PROD,Y,1
PT-0001-0067ES-0002-075,15267,,PT-0001-0067,BOMBAY NEGRO ESPUMA 0417 NG PELLON NG,264,ES-0002-075,PEELER 040-014 NEGRO 33,BON_PROD,Y,1
PT-0001-0067TX-0054-003,15268,,PT-0001-0067,BOMBAY NEGRO ESPUMA 0417 NG PELLON NG,265,TX-0054-003,PELLON NEGRO,BON_PROD,Y,1
PT-0001-0067PR-0001-024,15269,,PT-0001-0067,BOMBAY NEGRO ESPUMA 0417 NG PELLON NG,266,PR-0001-024,PROCESO LAMINADO ACRILICO NEGRO,BON_PROD,Y,2
PT-0001-0068SI-0034-002,15270,,PT-0001-0068,PELLE CAPRINA PLUS PATRIOT BLUE MAQUILA (RECUPERADO),267,SI-0034-002,PELLE CAPRINA PLUS PATRIOT BLUE,TEIMP,Y,1
PT-0001-0068PR-0001-011,15271,,PT-0001-0068,PELLE CAPRINA PLUS PATRIOT BLUE MAQUILA (RECUPERADO),268,PR-0001-011,PROCESO DE FILM,BON_PROD,Y,1
PT-0001-0068PG-0001-019,15272,,PT-0001-0068,PELLE CAPRINA PLUS PATRIOT BLUE MAQUILA (RECUPERADO),269,PG-0001-019,FILM ADHESIVO SMELLTEX PU 100 ANCHO 1.45,BONINSUM,Y,1
PT-0001-0069TX-0012-001,15273,,PT-0001-0069,BORA AZUL MARINO ESPUMA 0417 NG PELLON NG,270,TX-0012-001,BORA AZUL MARINO,BON_PROD,Y,1
PT-0001-0069ES-0002-075,15274,,PT-0001-0069,BORA AZUL MARINO ESPUMA 0417 NG PELLON NG,271,ES-0002-075,PEELER 040-014 NEGRO 33,BON_PROD,Y,1
PT-0001-0069TX-0054-003,15275,,PT-0001-0069,BORA AZUL MARINO ESPUMA 0417 NG PELLON NG,272,TX-0054-003,PELLON NEGRO,BON_PROD,Y,1
PT-0001-0069PR-0001-024,15276,,PT-0001-0069,BORA AZUL MARINO ESPUMA 0417 NG PELLON NG,273,PR-0001-024,PROCESO LAMINADO ACRILICO NEGRO,BON_PROD,Y,2
PT-0001-0070TX-0012-005,15277,,PT-0001-0070,BORA GRIS ESPUMA 0417 NG PELLON NG,274,TX-0012-005,BORA GRIS,BON_PROD,N,1
PT-0001-0070ES-0002-075,15278,,PT-0001-0070,BORA GRIS ESPUMA 0417 NG PELLON NG,275,ES-0002-075,PEELER 040-014 NEGRO 33,TEIMP,Y,1
PT-0001-0070TX-0054-003,15279,,PT-0001-0070,BORA GRIS ESPUMA 0417 NG PELLON NG,276,TX-0054-003,PELLON NEGRO,TEIMP,Y,1
PT-0001-0070PR-0001-001,15280,,PT-0001-0070,BORA GRIS ESPUMA 0417 NG PELLON NG,277,PR-0001-001,PROCESO LAMINADO ACRILICO,BON_PROD,Y,2
PT-0001-0071TX-0059-030,15281,,PT-0001-0071,LICRA SPORT AMARILLO NEON ESPUMA 0417 BC BOMBAY BLANCO,278,TX-0059-030,LICRA SPORT AMARILLO NEON 1040004117,TEIMP,Y,1
PT-0001-0071ES-0002-019,15282,,PT-0001-0071,LICRA SPORT AMARILLO NEON ESPUMA 0417 BC BOMBAY BLANCO,279,ES-0002-019,PEELER 040-014 BLANCO U,MATP,Y,1
PT-0001-0071TX-0010-001,15283,,PT-0001-0071,LICRA SPORT AMARILLO NEON ESPUMA 0417 BC BOMBAY BLANCO,280,TX-0010-001,BOMBAY BLANCO,TEIMP,Y,1
PT-0001-0071PR-0001-001,15284,,PT-0001-0071,LICRA SPORT AMARILLO NEON ESPUMA 0417 BC BOMBAY BLANCO,281,PR-0001-001,PROCESO LAMINADO ACRILICO,BON_PROD,Y,2
PT-0001-0072TX-0059-010,15285,,PT-0001-0072,LICRA SPORT NEGRO ESPUMA 0417 NG BOMBAY NEGRO,282,TX-0059-010,LICRA SPORT NEGRO 1040002394,MATP,Y,1
PT-0001-0072ES-0002-021,15286,,PT-0001-0072,LICRA SPORT NEGRO ESPUMA 0417 NG BOMBAY NEGRO,283,ES-0002-021,PEELER 040-014 NEGRO U,BON_PROD,Y,1
PT-0001-0072PR-0001-024,15287,,PT-0001-0072,LICRA SPORT NEGRO ESPUMA 0417 NG BOMBAY NEGRO,284,PR-0001-024,PROCESO LAMINADO ACRILICO NEGRO,BON_PROD,Y,2
PT-0001-0072TX-0010-004,15288,,PT-0001-0072,LICRA SPORT NEGRO ESPUMA 0417 NG BOMBAY NEGRO,285,TX-0010-004,BOMBAY NEGRO,MATP,Y,1
